"table_name","column_name","data_type"
"sipstore_sipfile","file_id","uuid"
"sipstore_sipmetadata","created","timestamp without time zone"
"sipstore_sipmetadata","content","text"
"sipstore_sipmetadata","type_id","integer"
"sipstore_sipmetadata","sip_id","uuid"
"sipstore_sipmetadata","updated","timestamp without time zone"
"sipstore_sipmetadatatype","id","integer"
"sipstore_sipmetadatatype","schema","character varying"
"sipstore_sipmetadatatype","format","character varying"
"sipstore_sipmetadatatype","name","character varying"
"sipstore_sipmetadatatype","title","character varying"
"sql_features","sub_feature_name","character varying"
"sql_features","is_verified_by","character varying"
"sql_features","comments","character varying"
"sql_features","sub_feature_id","character varying"
"sql_features","feature_id","character varying"
"sql_features","feature_name","character varying"
"sql_features","is_supported","character varying"
"sql_implementation_info","character_value","character varying"
"sql_implementation_info","implementation_info_name","character varying"
"sql_implementation_info","comments","character varying"
"sql_implementation_info","integer_value","integer"
"sql_implementation_info","implementation_info_id","character varying"
"sql_languages","sql_language_programming_language","character varying"
"sql_languages","sql_language_binding_style","character varying"
"sql_languages","sql_language_implementation","character varying"
"sql_languages","sql_language_integrity","character varying"
"sql_languages","sql_language_conformance","character varying"
"sql_languages","sql_language_year","character varying"
"sql_languages","sql_language_source","character varying"
"sql_packages","comments","character varying"
"sql_packages","feature_id","character varying"
"sql_packages","feature_name","character varying"
"sql_packages","is_supported","character varying"
"sql_packages","is_verified_by","character varying"
"sql_parts","is_verified_by","character varying"
"sql_parts","feature_id","character varying"
"sql_parts","feature_name","character varying"
"sql_parts","is_supported","character varying"
"sql_parts","comments","character varying"
"sql_sizing","supported_value","integer"
"sql_sizing","sizing_id","integer"
"sql_sizing","sizing_name","character varying"
"sql_sizing","comments","character varying"
"sql_sizing_profiles","required_value","integer"
"sql_sizing_profiles","sizing_id","integer"
"sql_sizing_profiles","sizing_name","character varying"
"sql_sizing_profiles","profile_id","character varying"
"sql_sizing_profiles","comments","character varying"
"table_constraints","is_deferrable","character varying"
"table_constraints","constraint_catalog","character varying"
"table_constraints","constraint_schema","character varying"
"table_constraints","constraint_name","character varying"
"table_constraints","table_catalog","character varying"
"table_constraints","table_schema","character varying"
"table_constraints","table_name","character varying"
"table_constraints","constraint_type","character varying"
"table_constraints","initially_deferred","character varying"
"table_privileges","grantee","character varying"
"table_privileges","grantor","character varying"
"table_privileges","table_catalog","character varying"
"table_privileges","table_schema","character varying"
"table_privileges","table_name","character varying"
"table_privileges","privilege_type","character varying"
"table_privileges","is_grantable","character varying"
"table_privileges","with_hierarchy","character varying"
"tables","table_schema","character varying"
"tables","table_type","character varying"
"tables","self_referencing_column_name","character varying"
"tables","is_insertable_into","character varying"
"tables","is_typed","character varying"
"tables","commit_action","character varying"
"tables","reference_generation","character varying"
"tables","user_defined_type_catalog","character varying"
"tables","user_defined_type_schema","character varying"
"tables","user_defined_type_name","character varying"
"tables","table_catalog","character varying"
"tables","table_name","character varying"
"transaction","id","bigint"
"transaction","issued_at","timestamp without time zone"
"transaction","user_id","integer"
"transaction","remote_addr","character varying"
"transforms","udt_schema","character varying"
"transforms","transform_type","character varying"
"transforms","group_name","character varying"
"transforms","specific_name","character varying"
"transforms","specific_schema","character varying"
"transforms","specific_catalog","character varying"
"transforms","udt_catalog","character varying"
"transforms","udt_name","character varying"
"triggered_update_columns","trigger_name","character varying"
"triggered_update_columns","trigger_catalog","character varying"
"triggered_update_columns","trigger_schema","character varying"
"triggered_update_columns","event_object_catalog","character varying"
"triggered_update_columns","event_object_schema","character varying"
"triggered_update_columns","event_object_table","character varying"
"triggered_update_columns","event_object_column","character varying"
"triggers","action_statement","character varying"
"triggers","action_orientation","character varying"
"triggers","action_timing","character varying"
"triggers","action_reference_old_table","character varying"
"triggers","created","timestamp with time zone"
"triggers","action_reference_new_row","character varying"
"triggers","action_reference_old_row","character varying"
"triggers","action_reference_new_table","character varying"
"triggers","trigger_catalog","character varying"
"triggers","trigger_schema","character varying"
"triggers","trigger_name","character varying"
"triggers","event_manipulation","character varying"
"triggers","event_object_catalog","character varying"
"triggers","event_object_schema","character varying"
"triggers","event_object_table","character varying"
"triggers","action_order","integer"
"triggers","action_condition","character varying"
"udt_privileges","grantor","character varying"
"udt_privileges","is_grantable","character varying"
"udt_privileges","privilege_type","character varying"
"udt_privileges","udt_name","character varying"
"udt_privileges","udt_schema","character varying"
"udt_privileges","udt_catalog","character varying"
"udt_privileges","grantee","character varying"
"usage_privileges","grantee","character varying"
"usage_privileges","grantor","character varying"
"usage_privileges","is_grantable","character varying"
"usage_privileges","privilege_type","character varying"
"usage_privileges","object_type","character varying"
"usage_privileges","object_name","character varying"
"usage_privileges","object_schema","character varying"
"usage_privileges","object_catalog","character varying"
"user_defined_types","datetime_precision","integer"
"user_defined_types","interval_precision","integer"
"user_defined_types","source_dtd_identifier","character varying"
"user_defined_types","ref_dtd_identifier","character varying"
"user_defined_types","ordering_form","character varying"
"user_defined_types","ordering_category","character varying"
"user_defined_types","ordering_routine_catalog","character varying"
"user_defined_types","ordering_routine_schema","character varying"
"user_defined_types","ordering_routine_name","character varying"
"user_defined_types","reference_type","character varying"
"user_defined_types","data_type","character varying"
"user_defined_types","character_maximum_length","integer"
"user_defined_types","character_octet_length","integer"
"user_defined_types","character_set_catalog","character varying"
"user_defined_types","character_set_schema","character varying"
"user_defined_types","character_set_name","character varying"
"user_defined_types","collation_catalog","character varying"
"user_defined_types","collation_schema","character varying"
"user_defined_types","collation_name","character varying"
"user_defined_types","numeric_precision","integer"
"user_defined_types","numeric_precision_radix","integer"
"user_defined_types","numeric_scale","integer"
"user_defined_types","interval_type","character varying"
"user_defined_types","user_defined_type_catalog","character varying"
"user_defined_types","user_defined_type_schema","character varying"
"user_defined_types","user_defined_type_name","character varying"
"user_defined_types","user_defined_type_category","character varying"
"user_defined_types","is_instantiable","character varying"
"user_defined_types","is_final","character varying"
"user_mapping_options","option_value","character varying"
"user_mapping_options","option_name","character varying"
"user_mapping_options","authorization_identifier","character varying"
"user_mapping_options","foreign_server_catalog","character varying"
"user_mapping_options","foreign_server_name","character varying"
"user_mappings","foreign_server_name","character varying"
"user_mappings","foreign_server_catalog","character varying"
"user_mappings","authorization_identifier","character varying"
"userprofiles_userprofile","displayname","character varying"
"userprofiles_userprofile","full_name","character varying"
"userprofiles_userprofile","username","character varying"
"userprofiles_userprofile","user_id","integer"
"view_column_usage","view_name","character varying"
"view_column_usage","table_schema","character varying"
"view_column_usage","table_name","character varying"
"view_column_usage","column_name","character varying"
"view_column_usage","view_catalog","character varying"
"view_column_usage","view_schema","character varying"
"view_column_usage","table_catalog","character varying"
"view_routine_usage","specific_catalog","character varying"
"view_routine_usage","specific_name","character varying"
"view_routine_usage","specific_schema","character varying"
"view_routine_usage","table_catalog","character varying"
"view_routine_usage","table_schema","character varying"
"view_routine_usage","table_name","character varying"
"views","table_name","character varying"
"views","table_catalog","character varying"
"views","is_trigger_updatable","character varying"
"views","is_insertable_into","character varying"
"views","is_updatable","character varying"
"views","check_option","character varying"
"views","view_definition","character varying"
"views","table_schema","character varying"
"views","is_trigger_insertable_into","character varying"
"views","is_trigger_deletable","character varying"
"view_table_usage","table_name","character varying"
"view_table_usage","table_schema","character varying"
"view_table_usage","view_schema","character varying"
"view_table_usage","table_catalog","character varying"
"view_table_usage","view_catalog","character varying"
"view_table_usage","view_name","character varying"
"webhooks_events","response","json"
"webhooks_events","payload","json"
"webhooks_events","user_id","integer"
"webhooks_events","receiver_id","character varying"
"webhooks_events","id","uuid"
"webhooks_events","updated","timestamp without time zone"
"webhooks_events","created","timestamp without time zone"
"webhooks_events","response_code","integer"
"webhooks_events","response_headers","json"
"webhooks_events","payload_headers","json"
